Site,Li,Сутки,Неделя,Месяц,Доступ
nik29.ru,No,0,0,0,
nikkinanaomi.ru,No,0,0,0,
nikuo.ru,No,0,0,0,
nino-mebel-sochi.ru,No,0,0,0,
niolerios.ru,No,0,0,0,
nlswimschool.ru,No,0,0,0,
nochnik4baby.ru,No,0,0,0,
nochnoiklop.ru,Yes,0,7,25,
nodered.ru,No,0,0,0,
nomer14.ru,Hide,0,0,0,
nonakrym.ru,Yes,2,39,123,
nonself.ru,No,0,0,0,
nontweltung.ru,No,0,0,0,
nord-bisert.ru,No,0,0,0,
nordeksp.ru,No,0,0,0,
nordgold-p.ru,No,0,0,0,
nordmanbrewery.ru,No,0,0,0,
normastore.ru,No,0,0,0,
nosireklamu.ru,No,0,0,0,
noskikzn.ru,No,0,0,0,
nosmarket.ru,No,0,0,0,
notaclub.ru,No,0,0,0,
notebook-sr.ru,No,0,0,0,
nov-pechati.ru,No,0,0,0,
novasecurity.ru,No,0,0,0,
novii-vzglyad.ru,No,0,0,0,
novokabel.ru,No,0,0,0,
novship.ru,Yes,59,288,1239,
novvv.ru,No,0,0,0,
npfgalatea.ru,Yes,2,8,44,
nplus-taksi.ru,No,0,0,0,
nsolid.ru,No,0,0,0,
nspteam.ru,No,0,0,0,
nt-safety.ru,No,0,0,0,
ntpks.ru,No,0,0,0,
ntvlnews.ru,No,0,0,0,
nursie.ru,No,0,0,0,
nyhjsre-gtyh.ru,No,0,0,0,
oao-apk.ru,No,0,0,0,
obd2-scaner.ru,No,0,0,0,
obed48.ru,No,0,0,0,
obed77.ru,No,0,0,0,
obeimno.ru,No,0,0,0,
obelisk-st.ru,No,0,0,0,
oberegpolis.ru,No,0,0,0,
obiznase.ru,No,0,0,0,
obligen.ru,No,0,0,0,
obmankin.ru,No,0,0,0,
obninskdoors.ru,No,0,0,0,
obninskdver.ru,No,0,0,0,
oborudovanietmm.ru,No,0,0,0,
obstacletraining.ru,No,0,0,0,
obybookipe.ru,No,0,0,0,
obzewasitua.ru,No,0,0,0,
obzor7.ru,No,0,0,0,
obzor96.ru,No,0,0,0,
ocemils.ru,No,0,0,0,
ocenkazakaz.ru,No,0,0,0,
ocenkrutoesobitietut.ru,No,0,0,0,
ocenpupolarnayanovost.ru,No,0,0,0,
ochki-mos.ru,No,0,0,0,
ocinkovannye-grjadki.ru,No,0,0,0,
ocrem.ru,No,0,0,0,
odenja.ru,No,0,0,0,
odezhda-borzya.ru,No,0,0,0,
odnazhdy-v-skazke.ru,No,0,0,0,
odosprac.ru,No,0,0,0,
ofd29reg.ru,No,0,0,0,
ofebookipy.ru,No,0,0,0,
official-importer.ru,No,0,0,0,
official-watch.ru,No,0,0,0,
og-work.ru,No,0,0,0,
ogobookapi.ru,No,0,0,0,
ogubookopa.ru,No,0,0,0,
ohenest.ru,Hide,0,0,0,
ohmygarden.ru,No,0,0,0,
ohobookepi.ru,No,0,0,0,
ohobookepy.ru,No,0,0,0,
oilpetrol.ru,No,0,0,0,
ojobookipa.ru,No,0,0,0,
ojobookypu.ru,No,0,0,0,
ok-solar.ru,No,0,0,0,
okaratah.ru,No,0,0,0,
okebookype.ru,No,0,0,0,
okey100.ru,No,0,0,0,
okna-radiant.ru,No,0,0,0,
oksolar.ru,No,0,0,0,
olasres-gtyh.ru,No,0,0,0,
olesya-trader.ru,No,0,0,0,
olgaboswellia.ru,No,0,0,0,
olgaj.ru,No,0,0,0,
olgaveda.ru,No,0,0,0,
olimpfood11.ru,No,0,0,0,
oliou.ru,No,0,0,0,
olprof.ru,No,0,0,0,
oltlex.ru,No,0,0,0,
olya-berg.ru,No,0,0,0,
olya-rei.ru,No,0,0,0,
olybookepu.ru,No,0,0,0,
olympiada-intellekt.ru,No,0,0,0,
omabookypy.ru,No,0,0,0,
omarova-disayn.ru,No,0,0,0,
omatrasah.ru,No,0,0,0,
omegavit-nn.ru,No,0,0,0,
omolodei.ru,No,0,0,0,
on-line-adult-dating.ru,No,0,0,0,
on-line-dating.ru,No,0,0,0,
onabookupo.ru,No,0,0,0,
one-mob.ru,No,0,0,0,
one-seo.ru,No,0,0,0,
one2slims.ru,No,0,0,0,
oneclick1c.ru,No,0,0,0,
onlain-zaym.ru,No,0,0,0,
online-dating-service.ru,No,0,0,0,
online-fx.ru,No,0,0,0,
online-lock.ru,Yes,0,0,2,
online-move.ru,No,0,0,0,
online-pro-fx.ru,No,0,0,0,
online-remontt.ru,No,0,0,0,
online-teen-dating-sites-adult.ru,No,0,0,0,
online-topshops.ru,No,0,0,0,
online-turk-serials.ru,No,0,0,0,
online-zap.ru,No,0,0,0,
onlinedatings.ru,No,0,0,0,
onlineprofx.ru,No,0,0,0,
onlineviagrasales.ru,No,0,0,0,
onobookipi.ru,No,0,0,0,
ooo-domstroy.ru,No,0,0,0,
ooo-sakura.ru,No,0,0,0,
ooofasadkomplekt.ru,No,0,0,0,
ooonebo48.ru,Yes,4,32,108,
ooonerud.ru,No,0,0,0,
ooovzlet.ru,No,0,0,0,
opengas.ru,No,0,0,0,
opobookipy.ru,No,0,0,0,
opubookopi.ru,No,0,0,0,
orbitacamp.ru,No,0,0,0,
orderlassixwaterpills.ru,No,0,0,0,
orebookapu.ru,No,0,0,0,
orebookopa.ru,No,0,0,0,
orebookupu.ru,No,0,0,0,
orehovozuevodoors.ru,No,0,0,0,
orehovozuevodveri.ru,No,0,0,0,
oren-granit.ru,No,0,0,0,
oribel.ru,No,0,0,0,
original-baby-watch.ru,No,0,0,0,
original-kylie-birthday-edition.ru,No,0,0,0,
orlov1-shop.ru,No,0,0,0,
orshabat.ru,No,0,0,0,
orubookopi.ru,No,0,0,0,
osebookipo.ru,No,0,0,0,
osh-rail.ru,No,0,0,0,
oskoldetali.ru,No,0,0,0,
oslinquo.ru,No,0,0,0,
ostreeto.ru,No,0,0,0,
osubookapu.ru,No,0,0,0,
otado.ru,No,0,0,0,
othr.ru,No,0,0,0,
otoplenie343.ru,No,0,0,0,
otradan.ru,No,0,0,0,
otrazhenie-tm.ru,Yes,5,19,91,
outconver.ru,No,0,0,0,
ovditi.ru,No,0,0,0,
ovmatio.ru,No,0,0,0,
ovobookupo.ru,No,0,0,0,
ovubookepu.ru,No,0,0,0,
oxygenfree.ru,No,0,0,0,
ozuzo.ru,No,0,0,0,
p-ofic.ru,No,0,0,0,
p123asha.ru,No,0,0,0,
packtory.ru,No,0,0,0,
paint-glass.ru,No,0,0,0,
pakapi.ru,No,0,0,0,
pakopi.ru,No,0,0,0,
pakre.ru,No,0,0,0,
palmiraweb.ru,No,0,0,0,
panchakarma-center.ru,No,0,0,0,
pandastreet.ru,No,0,0,0,
paneli-potolki.ru,No,0,0,0,
panionshop.ru,No,0,0,0,
panoramait.ru,No,0,0,0,
pantalonia.ru,No,0,0,0,
paolareina19.ru,No,0,0,0,
papawood.ru,No,0,0,0,
papilokful.ru,No,0,0,0,
papiloking.ru,No,0,0,0,
papilokly.ru,No,0,0,0,
papiloks.ru,No,0,0,0,
papin-marketing.ru,No,0,0,0,
papluxable.ru,No,0,0,0,
papluxed.ru,No,0,0,0,
papluxes.ru,No,0,0,0,
papluxful.ru,No,0,0,0,
papluxing.ru,No,0,0,0,
papluxless.ru,No,0,0,0,
papua-new-guinea-adult-dating.ru,No,0,0,0,
parachute-project.ru,No,0,0,0,
paradisewomens.ru,No,0,0,0,
paranderatimont.ru,No,0,0,0,
paranderotimont.ru,No,0,0,0,
parfoto.ru,No,0,0,0,
parsershop.ru,No,0,0,0,
partndirvi.ru,No,0,0,0,
partner-17.ru,No,0,0,0,
partner-np.ru,No,0,0,0,
partner-vr.ru,No,0,0,0,
partnernd.ru,No,0,0,0,
passportdon.ru,No,0,0,0,
pasta-epimedium.ru,No,0,0,0,
patriot-kimry.ru,No,0,0,0,
patriotchallenge.ru,No,0,0,0,
patriotcup.ru,No,0,0,0,
patriotfood.ru,No,0,0,0,
patskha.ru,No,0,0,0,
pautinkavimarket.ru,Yes,1,1,16,
pavbox.ru,No,0,0,0,
pavelleonidov.ru,No,0,0,0,
pavlashow.ru,No,0,0,0,
pavlintanec.ru,No,0,0,0,
payeer-pump.ru,No,0,0,0,
pc70.ru,No,0,0,0,
pdd-makarova.ru,No,0,0,0,
pechat31.ru,No,0,0,0,
pechora-sambo.ru,No,0,0,0,
pedogog.ru,No,0,0,0,
pedr-pedrov.ru,No,0,0,0,
pegas-toury.ru,Yes,3,428,767,
pelmenihalal.ru,No,0,0,0,
penzaadvokat.ru,No,0,0,0,
peonypark.ru,No,0,0,0,
perajok.ru,No,0,0,0,
perarh.ru,No,0,0,0,
perdoorsmons.ru,No,0,0,0,
pereproshivka-moscow.ru,No,0,0,0,
performance-quest.ru,No,0,0,0,
performancequest.ru,No,0,0,0,
perila-rf.ru,No,0,0,0,
perovodoors.ru,No,0,0,0,
perovodveri.ru,No,0,0,0,
personal-grad.ru,No,0,0,0,
petrainer.ru,No,0,0,0,
pffg.ru,No,0,0,0,
pharmacynoprescripition.ru,No,0,0,0,
phoenix-nso.ru,No,0,0,0,
phoenixtears.ru,No,0,0,0,
photo76.ru,No,0,0,0,
photographer24.ru,No,0,0,0,
photointuition.ru,No,0,0,0,
pickupjersey.ru,No,0,0,0,
piesmaral.ru,No,0,0,0,
pieteradam.ru,No,0,0,0,
pilicemap.ru,No,0,0,0,
pinimg.ru,No,0,0,0,
pinpong.ru,No,0,0,0,
pinsh.ru,No,0,0,0,
piropatron.ru,No,0,0,0,
pistoncup.ru,No,0,0,0,
piter-pechati.ru,No,0,0,0,
pixel-orel.ru,No,0,0,0,
piz-za.ru,No,0,0,0,
pizza-shaurma.ru,No,0,0,0,
pizzabravo.ru,No,0,0,0,
pk-doktor.ru,No,0,0,0,
planeta-ra.ru,No,0,0,0,
planetaigr24.ru,No,0,0,0,
plaster-ort.ru,No,0,0,0,
playartdecor.ru,No,0,0,0,
playhosts.ru,No,0,0,0,
playrooms63.ru,No,0,0,0,
plottertools.ru,No,0,0,0,
plumeriaswimwear.ru,No,0,0,0,
pmatic.ru,No,0,0,0,
pmatik.ru,No,0,0,0,
pmparts.ru,No,0,0,0,
pnzc.ru,No,0,0,0,
po-izobilie.ru,No,0,0,0,
pocketboom.ru,No,0,0,0,
podajnka.ru,No,0,0,0,
podarkovmarket.ru,No,0,0,0,
podarokmaxi.ru,No,0,0,0,
podaroksiti.ru,No,0,0,0,
podelki-luchshie.ru,Yes,66,349,1595,
podemstroy.ru,No,0,0,0,
podpiss.ru,No,0,0,0,
podsudnost.ru,No,0,0,0,
poeglancres.ru,No,0,0,0,
poeteashop.ru,No,0,0,0,
poetrybox.ru,No,0,0,0,
pohudey7.ru,No,0,0,0,
pointeresu.ru,Yes,2,36,137,
pokapi.ru,No,0,0,0,
pokopi.ru,No,0,0,0,
pokupki-aliexpress.ru,No,0,0,0,
polovkov.ru,No,0,0,0,
poly63.ru,No,0,0,0,
polzaquest.ru,No,0,0,0,
pomogu-tebe.ru,No,0,0,0,
pomorye1922.ru,No,0,0,0,
pomoshch-psihologa.ru,No,0,0,0,
pontygon.ru,No,0,0,0,
porno-foto-lesbianki.ru,Yes,0,10,34,
portal-sporta.ru,No,0,0,0,
portento.ru,No,0,0,0,
portuhome.ru,No,0,0,0,
poshtels.ru,No,0,0,0,
positive-dom.ru,No,0,0,0,
poslesitan.ru,No,0,0,0,
posohov-estate.ru,No,0,0,0,
postpostscriptum.ru,No,0,0,0,
posudamaniya.ru,No,0,0,0,
posudomoika-remont24.ru,No,0,0,0,
powerbank-russia.ru,No,0,0,0,
poznanium.ru,No,0,0,0,
prada-bags.ru,No,0,0,0,
pradavan.ru,No,0,0,0,
pragasgidom.ru,No,0,0,0,
praid-wf.ru,No,0,0,0,
prarap.ru,No,0,0,0,
prasium.ru,No,0,0,0,
pravilnostroy.ru,No,0,0,0,
pravo-inside.ru,No,0,0,0,
prazdnik-ok.ru,No,0,0,0,
prazdnikkids.ru,No,0,0,0,
prazdniktlt.ru,No,0,0,0,
premar.ru,No,0,0,0,
premierfevrier.ru,No,0,0,0,
preseed.ru,No,0,0,0,
presindeu.ru,No,0,0,0,
press-mine.ru,No,0,0,0,
prestizh69.ru,No,0,0,0,
preventmed.ru,No,0,0,0,
pricer-auto.ru,No,0,0,0,
pricer-soft.ru,No,0,0,0,
pricewot.ru,No,0,0,0,
primebeauty.ru,No,0,0,0,
primusinterpares.ru,No,0,0,0,
prince-veliy.ru,No,0,0,0,
princeveliy.ru,No,0,0,0,
printart18.ru,No,0,0,0,
printroman.ru,Yes,5,28,66,
printshop67.ru,No,0,0,0,
prishkvarilo.ru,No,0,0,0,
priutspb.ru,No,0,0,0,
privetpuerh.ru,No,0,0,0,
privilege58.ru,No,0,0,0,
privuchka.ru,No,0,0,0,
pro-fx-trade.ru,No,0,0,0,
proalfastrah.ru,No,0,0,0,
probaks.ru,No,0,0,0,
probivkaurlic.ru,Yes,0,7,31,
procatavto-sochi.ru,No,0,0,0,
produktdmoskva.ru,No,0,0,0,
produktdom.ru,No,0,0,0,
produktdostavka24.ru,No,0,0,0,
produktidom24.ru,No,0,0,0,
proekt16.ru,No,0,0,0,
proekt24v.ru,No,0,0,0,
proektremontstroi.ru,No,0,0,0,
profclima.ru,No,0,0,0,
profdrone.ru,No,0,0,0,
profi-fx.ru,No,0,0,0,
profi-trade-fx.ru,No,0,0,0,
profiepil.ru,No,0,0,0,
profit-trade-fx.ru,No,0,0,0,
proicecream.ru,No,0,0,0,
proingos.ru,No,0,0,0,
project-ao.ru,No,0,0,0,
projlanorth.ru,No,0,0,0,
prokroff.ru,No,0,0,0,
prolong-russia.ru,No,0,0,0,
prommash58.ru,No,0,0,0,
promo2017.ru,No,0,0,0,
propellershot.ru,No,0,0,0,
propowder.ru,No,0,0,0,
propriated.ru,No,0,0,0,
proreso.ru,No,0,0,0,
prosepoetry.ru,Yes,1,18,81,
prospectnn-vent.ru,No,0,0,0,
prospekt-design.ru,No,0,0,0,
prospekt-gk.ru,No,0,0,0,
prostervi.ru,No,0,0,0,
prostitutki-salon.ru,No,0,0,0,
prostitytki51online.ru,No,0,0,0,
prosto-detki.ru,No,0,0,0,
prosto-zhivi.ru,No,0,0,0,
prosto10.ru,No,0,0,0,
protrening-club.ru,No,0,0,0,
provider-chechov.ru,No,0,0,0,
provider-serpuhov.ru,No,0,0,0,
proxxonzenit.ru,No,0,0,0,
psbg.ru,Yes,0,1,4,
pscriptum.ru,No,0,0,0,
psichologbeby.ru,No,0,0,0,
psiold.ru,No,0,0,0,
psk-vimos.ru,No,0,0,0,
psreklama.ru,No,0,0,0,
psycenter-sochi.ru,No,0,0,0,
psychologist-online.ru,No,0,0,0,
pticadvor.ru,No,0,0,0,
ptichka-project.ru,No,0,0,0,
pulsating.ru,Yes,3,16,93,
pumppro.ru,No,0,0,0,
purchaseviagrape.ru,No,0,0,0,
pushkinhalalmarket.ru,No,0,0,0,
putmelike.ru,No,0,0,0,
pyevol.ru,No,0,0,0,
pztsk.ru,Yes,1,7,40,
q-sigma.ru,No,0,0,0,
qazxcv.ru,No,0,0,0,
quantumcat.ru,No,0,0,0,
querulant.ru,No,0,0,0,
questkid.ru,No,0,0,0,
qweras-mav.ru,No,0,0,0,
r-grem.ru,No,0,0,0,
rabota-v-gett-taxi-msk.ru,No,0,0,0,
rabota-v-yandex-taxi-msk.ru,No,0,0,0,
raccooncraft.ru,Yes,0,0,0,
radio-market1.ru,No,0,0,0,
radio46.ru,No,0,0,0,
radiomarket96.ru,Yes,0,1,3,
radiotort.ru,No,0,0,0,
radost42.ru,Yes,0,5,197,
radugaivivat.ru,No,0,0,0,
raflesal.ru,No,0,0,0,
rafrust.ru,No,0,0,0,
ragdoll-cat.ru,No,0,0,0,
raierde.ru,No,0,0,0,
rakopt.ru,Yes,13,86,416,
randomsteam.ru,No,0,0,0,
randomu.ru,No,0,0,0,
rantmebel.ru,No,0,0,0,
rasceskino.ru,No,0,0,0,
rascheskino.ru,No,0,0,0,
raskraski-podarki.ru,No,0,0,0,
rasseller.ru,No,0,0,0,
rasta-174rus.ru,No,0,0,0,
ratite.ru,No,0,0,0,
razvivaj.ru,No,0,0,0,
razvivaka.ru,No,0,0,0,
razvivaykasakh.ru,No,0,0,0,
rbk30.ru,Yes,8,24,93,
rc-mjx.ru,No,0,0,0,
rc-prometey.ru,No,0,0,0,
rcmjx.ru,No,0,0,0,
rd-ct.ru,No,0,0,0,
rd-kennel.ru,No,0,0,0,
rda-spb.ru,No,0,0,0,
re-beauty.ru,No,0,0,0,
re3rp.ru,No,0,0,0,
realfamilypsy.ru,No,0,0,0,
realman61.ru,Yes,0,4,17,
reanimauto.ru,No,0,0,0,
rebellionaires.ru,No,0,0,0,
rebelliouscolours.ru,No,0,0,0,
reborn-rp.ru,No,0,0,0,
rebornpvp.ru,No,0,0,0,
reced.ru,No,0,0,0,
reconomica.ru,No,0,0,0,
redcrosstula.ru,No,0,0,0,
redel-reiz.ru,No,0,0,0,
rednitest.ru,No,0,0,0,
redpuff.ru,No,0,0,0,
redsilk.ru,No,0,0,0,
redtube-go.ru,No,0,0,0,
reelfilm.ru,No,0,0,0,
refinedmeals.ru,No,0,0,0,
reframe-architects.ru,No,0,0,0,
regalprofit.ru,No,0,0,0,
regberri.ru,No,0,0,0,
regerwer.ru,No,0,0,0,
regikanta.ru,No,0,0,0,
regionstroy22.ru,No,0,0,0,
regreement.ru,No,0,0,0,
regsmol.ru,No,0,0,0,
rehau-klin.ru,No,0,0,0,
reinal.ru,No,0,0,0,
rekrutingpotokavmlm.ru,No,0,0,0,
reline-retail.ru,No,0,0,0,
rem-brat.ru,No,0,0,0,
rem-komplex.ru,No,0,0,0,
remont-akpp-servis.ru,No,0,0,0,
remont-balashikha.ru,No,0,0,0,
remont-compyuterov-msk.ru,No,0,0,0,
remont-deschevo.ru,No,0,0,0,
remont-kvartir-48.ru,No,0,0,0,
remont-nsk-54.ru,No,0,0,0,
remont-shvejnyh-mashyn.ru,No,0,0,0,
remont-texniki-arhangelsk.ru,No,0,0,0,
remont-texniki-kaluga.ru,No,0,0,0,
remont-texniki-magnitogorsk.ru,No,0,0,0,
remont-texniki-murmansk.ru,No,0,0,0,
remont-texniki-smolensk.ru,No,0,0,0,
remont-texniki-vologda.ru,No,0,0,0,
remontkvartir123.ru,No,0,0,0,
remontpro36.ru,No,0,0,0,
remontservis-omsk.ru,No,0,0,0,
remonttulapodklyuh.ru,No,0,0,0,
remvolga.ru,No,0,0,0,
renowned.ru,No,0,0,0,
rentabikes.ru,No,0,0,0,
rentaglobal.ru,No,0,0,0,
respect-market.ru,No,0,0,0,
restopubsochi.ru,No,0,0,0,
retogras.ru,No,0,0,0,
retroone.ru,No,0,0,0,
retrosteel.ru,No,0,0,0,
retstore.ru,No,0,0,0,
rexom.ru,No,0,0,0,
rf001.ru,No,0,0,0,
rfanpodpqui.ru,No,0,0,0,
rfdieselbrave.ru,No,0,0,0,
rggi.ru,No,0,0,0,
richev.ru,No,0,0,0,
rid-2.ru,No,0,0,0,
rietioen.ru,No,0,0,0,
rio-cleaning.ru,No,0,0,0,
rio-house.ru,No,0,0,0,
riomix.ru,No,0,0,0,
rival-studio.ru,No,0,0,0,
rivkahkellsie.ru,No,0,0,0,
riyad-rb.ru,No,0,0,0,
rkeuroprestige.ru,No,0,0,0,
rkorneev.ru,No,0,0,0,
rndhost.ru,No,0,0,0,
rnlb.ru,No,0,0,0,
robypak.ru,No,0,0,0,
rockpaperscissors.ru,No,0,0,0,
rodionovadebut.ru,Yes,0,0,0,
rodnovikova.ru,No,0,0,0,
roller-shutter.ru,No,0,0,0,
rolly-samuray.ru,No,0,0,0,
rolvo-trafic.ru,No,0,0,0,
romanton.ru,No,0,0,0,
romedkp.ru,No,0,0,0,
romeodesign.ru,No,0,0,0,
ronson-fasad.ru,No,0,0,0,
ros-autolombard.ru,Yes,0,0,2,
ros-okno.ru,No,0,0,0,
rosadelivery.ru,No,0,0,0,
rosatomic.ru,No,0,0,0,
rosexpert34.ru,Yes,0,34,112,
rosnuclear.ru,No,0,0,0,
rossnab66.ru,No,0,0,0,
rostovfisher.ru,No,0,0,0,
royal-delight.ru,No,0,0,0,
rozbel31.ru,No,0,0,0,
rozetka-v-krasnodare.ru,No,0,0,0,
rpbrif.ru,No,0,0,0,
rpibot.ru,No,0,0,0,
rpk26.ru,No,0,0,0,
rq0vbl0mxq9.ru,No,0,0,0,
ru-iphones.ru,No,0,0,0,
ru-store24.ru,No,0,0,0,
rualp.ru,No,0,0,0,
rubanoff.ru,No,0,0,0,
rubetek-s.ru,No,0,0,0,
rubetek-samara.ru,No,0,0,0,
ruceram.ru,No,0,0,0,
rujustwatch.ru,No,0,0,0,
rukiski.ru,No,0,0,0,
rumastyle.ru,Yes,6,16,97,
rumba24.ru,No,0,0,0,
rumission.ru,No,0,0,0,
runet-dental.ru,No,0,0,0,
runetdental.ru,No,0,0,0,
ruochag.ru,No,0,0,0,
rural-dating-sites.ru,No,0,0,0,
rus-gshock.ru,No,0,0,0,
rus-souvenir.ru,No,0,0,0,
rusblackbearded.ru,No,0,0,0,
rusbookofthedead.ru,No,0,0,0,
rusevolution.ru,No,0,0,0,
rushinvest.ru,No,0,0,0,
rushpoppers.ru,No,0,0,0,
rusmarketstroy.ru,No,0,0,0,
russianfly.ru,No,0,0,0,
russianwing.ru,No,0,0,0,
russkayamodashop.ru,No,0,0,0,
russmission.ru,No,0,0,0,
rusthome.ru,No,0,0,0,
rusuniversal.ru,No,0,0,0,
rusurus.ru,No,0,0,0,
rybolovland.ru,No,0,0,0,
rykanskaya.ru,No,0,0,0,
rykanskie.ru,No,0,0,0,
rykanskoe.ru,No,0,0,0,
rykansky.ru,No,0,0,0,
s-hr.ru,No,0,0,0,
s-pak.ru,No,0,0,0,
s-service18.ru,No,0,0,0,
saburgroup.ru,No,0,0,0,
sadovodpro.ru,No,0,0,0,
sageslidka.ru,No,0,0,0,
saisi.ru,No,0,0,0,
sakhajob.ru,No,0,0,0,
sakskoemorozhenoe.ru,No,0,0,0,
sakurajima9.ru,No,0,0,0,
salathostel.ru,No,0,0,0,
saledeal.ru,No,0,0,0,
saleficoproofficial.ru,No,0,0,0,
salon-fantastica.ru,No,0,0,0,
salonanyuta.ru,Yes,1,13,45,
salpug.ru,No,0,0,0,
salsastatic.ru,No,0,0,0,
saltgroup66.ru,No,0,0,0,
sam-host.ru,No,0,0,0,
samalyknitting.ru,No,0,0,0,
samara-holod163.ru,No,0,0,0,
samgon.ru,No,0,0,0,
sami-stroem-dom.ru,Yes,0,4,5,
samodelkinsite.ru,No,0,0,0,
samosval-balashiha.ru,No,0,0,0,
samosval-chehov.ru,No,0,0,0,
samosval-istra.ru,No,0,0,0,
samosval-khimki.ru,No,0,0,0,
samosval-krasnogorsk.ru,No,0,0,0,
samosval-mytishchi.ru,No,0,0,0,
samosval-noginsk.ru,No,0,0,0,
samosval-odincovo.ru,No,0,0,0,
samosval-podolsk.ru,No,0,0,0,
samosval-ramenskoe.ru,No,0,0,0,
samosval-solnechnogorsk.ru,No,0,0,0,
samosval-volokolamsk.ru,No,0,0,0,
samosval-zelenograd.ru,No,0,0,0,
sample-optima.ru,No,0,0,0,
sampog.ru,No,0,0,0,
samsung-servis-centr.ru,No,0,0,0,
samuibeach.ru,No,0,0,0,
samup.ru,No,0,0,0,
sanatorii-v-belarusi.ru,No,0,0,0,
sanatorii-v-belorusi.ru,No,0,0,0,
sand-gift.ru,No,0,0,0,
sanlayit.ru,No,0,0,0,
santavod.ru,No,0,0,0,
santexsan.ru,Yes,1,4,7,
saphiretoile.ru,No,0,0,0,
sapphire59.ru,No,0,0,0,
sar-tv.ru,No,0,0,0,
sareda.ru,No,0,0,0,
sas2000.ru,No,0,0,0,
sattva-sarapul.ru,No,0,0,0,
say-how.ru,No,0,0,0,
sber-autolombard-kazan.ru,Yes,0,0,3,
scancomplex.ru,No,0,0,0,
scanpro24.ru,No,0,0,0,
schetovod-online.ru,Yes,0,2,6,
schlossberg-001.ru,No,0,0,0,
schlossberg-002.ru,No,0,0,0,
schlossberg-003.ru,No,0,0,0,
schlossberg-004.ru,No,0,0,0,
schollopt.ru,No,0,0,0,
school676.ru,Yes,1,7,48,
school8-kirov.ru,Yes,1,9,851,
schwyz.ru,No,0,0,0,
scientology-chelny.ru,No,0,0,0,
scladworks.ru,No,0,0,0,
scorpauto.ru,No,0,0,0,
scortorg.ru,No,0,0,0,
scottish-dating-sites.ru,No,0,0,0,
scremi.ru,No,0,0,0,
sdk89.ru,No,0,0,0,
sdklin.ru,No,0,0,0,
se-photography.ru,No,0,0,0,
seajay.ru,No,0,0,0,
searave.ru,No,0,0,0,
secforum.ru,No,0,0,0,
securetabsviagra.ru,No,0,0,0,
seedstage.ru,No,0,0,0,
seg65.ru,No,0,0,0,
selgoods.ru,No,0,0,0,
seligur-altay.ru,No,0,0,0,
sell-market-shop.ru,No,0,0,0,
sellyota.ru,No,0,0,0,
semeinaya-fotosessiya.ru,No,0,0,0,
semengen.ru,No,0,0,0,
semerik-art.ru,No,0,0,0,
semeynie-cennosti.ru,No,0,0,0,
sendplys.ru,No,0,0,0,
seozhelaniya.ru,No,0,0,0,
sergeygukov.ru,No,0,0,0,
sergmoney.ru,No,0,0,0,
sergx.ru,No,0,0,0,
serial-everyday.ru,Yes,0,2,5,
serials-90.ru,No,0,0,0,
serpuhovdoors.ru,No,0,0,0,
serpuhovdveri.ru,No,0,0,0,
sersa.ru,No,0,0,0,
servant-mebel.ru,No,0,0,0,
server0.ru,No,0,0,0,
serverice.ru,No,0,0,0,
service-bosh.ru,No,0,0,0,
servicefind.ru,No,0,0,0,
servisall.ru,No,0,0,0,
set7-ok.ru,No,0,0,0,
setyvater.ru,No,0,0,0,
seven-stars-show.ru,No,0,0,0,
sevpulse.ru,No,0,0,0,
sevtonirovka.ru,No,0,0,0,
sevyog.ru,Yes,0,0,0,
sexitem.ru,No,0,0,0,
sexkrovatka.ru,No,0,0,0,
sexoxota.ru,No,0,0,0,
sexshop-strast.ru,No,0,0,0,
sexxxstore.ru,No,0,0,0,
sexy-gerls.ru,No,0,0,0,
sgp-group.ru,No,0,0,0,
sharaga-event.ru,No,0,0,0,
sharikkzn.ru,No,0,0,0,
shartashwedding.ru,No,0,0,0,
shashlikparty.ru,No,0,0,0,
shaurmaonline.ru,No,0,0,0,
shedugames.ru,No,0,0,0,
shellac-lak.ru,No,0,0,0,
shibariart.ru,No,0,0,0,
shina29.ru,No,0,0,0,
shina36.ru,No,0,0,0,
shina43.ru,No,0,0,0,
shina45.ru,No,0,0,0,
shina46.ru,No,0,0,0,
shina51.ru,No,0,0,0,
shina52.ru,No,0,0,0,
shina62.ru,No,0,0,0,
shina69.ru,No,0,0,0,
shina73.ru,No,0,0,0,
shina92.ru,No,0,0,0,
shina98.ru,No,0,0,0,
shinomontahz.ru,No,0,0,0,
shinomontazh16.ru,No,0,0,0,
shinomontazh21.ru,No,0,0,0,
shinomontazh22.ru,Yes,3,8,63,
shinomontazh23.ru,No,0,0,0,
shinomontazh25.ru,No,0,0,0,
shinomontazh30.ru,No,0,0,0,
shinomontazh32.ru,No,0,0,0,
shinomontazh34.ru,No,0,0,0,
shinomontazh37.ru,No,0,0,0,
shinomontazh38.ru,No,0,0,0,
shinomontazh39.ru,No,0,0,0,
shinomontazh58.ru,No,0,0,0,
shinomontazh64.ru,No,0,0,0,
shinomontazh66.ru,No,0,0,0,
shinomontazh70.ru,No,0,0,0,
shinomontazh71.ru,No,0,0,0,
shinomontazh72.ru,No,0,0,0,
shinomontazh77.ru,No,0,0,0,
shinomontazh78.ru,No,0,0,0,
shinomontazh98.ru,No,0,0,0,
shinomontazh99.ru,No,0,0,0,
shipovnik-msk.ru,No,0,0,0,
